age,gender,height_cm,weight_kg,activity_level,Mod_act,Vig_act,bmi,bmi_category,fitness_goal
23,Female,165.1,63.5,High Activity,10.0,6.0,23.3,Normal,Fat Loss
21,Male,175.3,74.8,High Activity,10.0,6.0,24.37,Normal,Fat Loss
65,Male,165.1,108.9,High Activity,10.0,5.0,39.94,Obese,Fat Loss
65,Female,172.7,117.9,High Activity,7.0,2.0,39.53,Obese,Fat Loss
58,Male,154.9,104.3,High Activity,20.0,0.0,43.46,Obese,Fat Loss
50,Female,162.6,59.0,High Activity,20.0,0.0,22.31,Normal,Fat Loss
52,Female,167.6,63.5,Moderate Activity,4.0,0.0,22.6,Normal,Fat Loss
52,Male,188.0,72.6,Moderate Activity,2.0,2.0,20.54,Normal,Fat Loss
18,Female,170.2,59.0,Moderate Activity,3.0,2.0,20.36,Normal,Fat Loss
22,Female,167.6,59.0,High Activity,3.0,3.0,20.98,Normal,Fat Loss
44,Female,170.2,65.8,High Activity,5.0,0.0,22.71,Normal,Fat Loss
19,Female,167.6,72.6,Moderate Activity,3.0,0.0,25.82,Overweight,Fat Loss
56,Male,172.7,77.1,Moderate Activity,3.0,0.0,25.85,Overweight,Fat Loss
55,Female,170.2,68.0,Moderate Activity,4.0,0.0,23.49,Normal,Fat Loss
42,Female,157.5,51.3,Low Activity,1.0,0.0,20.67,Normal,Fat Loss
42,Male,172.7,68.0,Low Activity,1.0,0.0,22.81,Normal,Fat Loss
44,Male,180.3,99.8,Moderate Activity,3.0,0.0,30.68,Obese,Fat Loss
30,Female,165.1,61.2,High Activity,7.0,0.0,22.46,Normal,Fat Loss
31,Male,175.3,74.8,High Activity,7.0,0.0,24.37,Normal,Fat Loss
46,Female,165.1,63.5,High Activity,40.0,3.0,23.3,Normal,Fat Loss
55,Male,167.6,74.8,High Activity,30.0,10.0,26.63,Overweight,Fat Loss
29,Male,188.0,120.2,High Activity,10.0,30.0,34.02,Obese,Fat Loss
64,Male,154.9,72.6,High Activity,35.0,5.0,30.23,Obese,Fat Loss
65,Female,167.6,59.0,High Activity,20.0,0.0,20.98,Normal,Fat Loss
50,Male,182.9,95.3,High Activity,5.0,5.0,28.48,Overweight,Fat Loss
49,Female,172.7,59.0,High Activity,8.0,0.0,19.77,Normal,Fat Loss
21,Female,172.7,49.9,High Activity,5.0,5.0,16.73,Underweight,Fat Loss
31,Female,172.7,122.5,High Activity,14.0,0.0,41.05,Obese,Fat Loss
33,Male,188.0,147.4,High Activity,7.0,0.0,41.73,Obese,Fat Loss
58,Male,162.6,71.7,Moderate Activity,4.0,0.0,27.12,Overweight,Fat Loss
57,Female,152.4,56.7,High Activity,5.0,0.0,24.41,Normal,Fat Loss
57,Male,180.3,77.1,High Activity,0.0,5.0,23.71,Normal,Fat Loss
55,Female,157.5,59.0,Moderate Activity,0.0,2.0,23.78,Normal,Fat Loss
65,Male,172.7,72.6,High Activity,4.0,4.0,24.33,Normal,Fat Loss
64,Female,157.5,56.7,High Activity,4.0,4.0,22.86,Normal,Fat Loss
44,Male,188.0,91.6,High Activity,40.0,60.0,25.93,Overweight,Fat Loss
38,Female,182.9,70.8,High Activity,60.0,40.0,21.16,Normal,Fat Loss
20,Female,154.9,91.6,High Activity,60.0,40.0,38.17,Obese,Fat Loss
49,Male,154.9,90.7,High Activity,0.0,6.0,37.79,Obese,Fat Loss
49,Female,160.0,59.0,High Activity,0.0,6.0,23.03,Normal,Fat Loss
28,Male,162.6,68.0,High Activity,0.0,3.0,25.75,Overweight,Fat Loss
23,Male,182.9,90.7,High Activity,5.0,10.0,27.12,Overweight,Fat Loss
61,Male,182.9,95.3,High Activity,60.0,5.0,28.48,Overweight,Fat Loss
63,Female,162.6,95.3,High Activity,55.0,0.0,36.05,Obese,Fat Loss
19,Male,182.9,65.8,High Activity,35.0,0.0,19.67,Normal,Fat Loss
33,Male,175.3,74.8,High Activity,30.0,20.0,24.37,Normal,Fat Loss
30,Female,165.1,54.4,High Activity,15.0,0.0,19.97,Normal,Fat Loss
41,Male,185.4,88.5,Moderate Activity,3.0,0.0,25.73,Overweight,Fat Loss
40,Female,162.6,52.2,High Activity,5.0,5.0,19.74,Normal,Fat Loss
55,Female,165.1,67.1,High Activity,0.0,10.0,24.63,Normal,Fat Loss
59,Male,154.9,83.9,Low Activity,0.0,0.0,34.96,Obese,Fat Loss
59,Female,170.2,61.2,Low Activity,0.0,0.0,21.14,Normal,Fat Loss
29,Female,165.1,56.7,Low Activity,0.0,0.0,20.8,Normal,Fat Loss
31,Female,165.1,99.8,High Activity,21.0,5.0,36.61,Obese,Fat Loss
29,Male,188.0,108.9,High Activity,40.0,5.0,30.81,Obese,Fat Loss
47,Male,175.3,83.9,High Activity,40.0,16.0,27.32,Overweight,Fat Loss
45,Female,165.1,90.7,High Activity,10.0,2.0,33.28,Obese,Fat Loss
55,Male,190.5,102.1,High Activity,50.0,0.0,28.12,Overweight,Fat Loss
52,Male,157.5,54.4,High Activity,30.0,0.0,21.95,Normal,Fat Loss
48,Female,157.5,79.4,High Activity,10.0,1.0,32.01,Obese,Fat Loss
29,Male,190.5,70.3,Moderate Activity,3.0,1.0,19.37,Normal,Fat Loss
27,Female,175.3,74.8,High Activity,6.0,0.0,24.37,Normal,Fat Loss
60,Male,175.3,99.8,High Activity,5.0,0.0,32.49,Obese,Fat Loss
57,Female,165.1,57.6,Low Activity,0.0,0.0,21.13,Normal,Fat Loss
41,Male,180.3,70.3,High Activity,10.0,4.0,21.62,Normal,Fat Loss
40,Female,170.2,65.8,High Activity,25.0,1.0,22.71,Normal,Fat Loss
39,Female,167.6,61.2,High Activity,8.0,0.0,21.79,Normal,Fat Loss
62,Female,160.0,65.8,Low Activity,1.0,0.0,25.69,Overweight,Fat Loss
30,Male,185.4,99.8,High Activity,8.0,2.0,29.03,Overweight,Fat Loss
29,Female,154.9,70.3,High Activity,6.0,2.0,29.29,Overweight,Fat Loss
36,Male,185.4,106.6,High Activity,10.0,0.0,31.0,Obese,Fat Loss
37,Female,167.6,68.0,High Activity,10.0,0.0,24.21,Normal,Fat Loss
48,Male,182.9,87.1,High Activity,7.0,6.0,26.04,Overweight,Fat Loss
48,Female,160.0,62.1,High Activity,5.0,5.0,24.27,Normal,Fat Loss
18,Female,165.1,55.3,High Activity,6.0,8.0,20.3,Normal,Fat Loss
64,Male,154.9,83.9,High Activity,10.0,1.0,34.96,Obese,Fat Loss
59,Female,167.6,65.8,High Activity,5.0,0.0,23.4,Normal,Fat Loss
62,Male,172.7,81.6,High Activity,8.0,0.0,27.37,Overweight,Fat Loss
60,Female,170.2,63.5,High Activity,8.0,0.0,21.93,Normal,Fat Loss
48,Male,185.4,97.5,High Activity,40.0,5.0,28.37,Overweight,Fat Loss
49,Female,162.6,59.0,High Activity,20.0,0.0,22.31,Normal,Fat Loss
53,Male,185.4,84.4,High Activity,15.0,3.0,24.54,Normal,Fat Loss
55,Female,167.6,95.3,High Activity,10.0,0.0,33.89,Obese,Fat Loss
62,Male,175.3,88.5,High Activity,20.0,10.0,28.8,Overweight,Fat Loss
56,Female,157.5,65.8,High Activity,5.0,1.0,26.52,Overweight,Fat Loss
38,Male,180.3,78.0,High Activity,25.0,0.0,23.99,Normal,Fat Loss
38,Female,154.9,49.0,High Activity,10.0,3.0,20.41,Normal,Fat Loss
65,Female,165.1,63.5,High Activity,40.0,0.0,23.3,Normal,Fat Loss
18,Female,160.0,56.7,High Activity,20.0,0.0,22.14,Normal,Fat Loss
64,Female,170.2,74.4,High Activity,10.0,0.0,25.69,Overweight,Fat Loss
44,Female,172.7,70.3,High Activity,6.0,1.0,23.57,Normal,Fat Loss
59,Male,154.9,63.5,High Activity,10.0,2.0,26.45,Overweight,Fat Loss
60,Male,154.9,87.1,High Activity,20.0,20.0,36.28,Obese,Fat Loss
59,Female,170.2,59.0,High Activity,20.0,8.0,20.36,Normal,Fat Loss
48,Male,182.9,120.2,High Activity,10.0,12.0,35.94,Obese,Fat Loss
47,Female,165.1,68.0,High Activity,10.0,10.0,24.96,Normal,Fat Loss
19,Male,182.9,99.8,High Activity,25.0,0.0,29.84,Overweight,Fat Loss
56,Female,160.0,59.0,High Activity,50.0,7.0,23.03,Normal,Fat Loss
55,Male,154.9,72.6,High Activity,40.0,16.0,30.23,Obese,Fat Loss
50,Male,188.0,104.3,High Activity,10.0,2.0,29.53,Overweight,Fat Loss
41,Female,170.2,90.7,High Activity,10.0,6.0,31.32,Obese,Fat Loss
56,Male,185.4,86.2,High Activity,4.0,3.0,25.07,Overweight,Fat Loss
50,Female,170.2,61.7,High Activity,6.0,3.0,21.3,Normal,Fat Loss
55,Male,182.9,122.5,High Activity,50.0,1.0,36.62,Obese,Fat Loss
52,Female,172.7,68.0,High Activity,80.0,2.0,22.81,Normal,Fat Loss
25,Female,175.3,59.0,High Activity,80.0,2.0,19.2,Normal,Fat Loss
60,Male,195.6,106.6,High Activity,7.0,0.0,27.87,Overweight,Fat Loss
51,Male,185.4,108.9,High Activity,5.0,1.0,31.66,Obese,Fat Loss
52,Female,154.9,59.0,High Activity,6.0,6.0,24.56,Normal,Fat Loss
35,Male,188.0,81.6,High Activity,15.0,4.0,23.11,Normal,Fat Loss
36,Female,172.7,61.2,High Activity,15.0,8.0,20.53,Normal,Fat Loss
52,Male,152.4,93.0,High Activity,12.0,4.0,40.04,Obese,Fat Loss
42,Male,167.6,133.8,Low Activity,1.0,0.0,47.61,Obese,Fat Loss
57,Male,185.4,98.0,High Activity,10.0,4.0,28.5,Overweight,Fat Loss
53,Female,170.2,77.1,High Activity,8.0,3.0,26.63,Overweight,Fat Loss
63,Female,167.6,63.0,High Activity,10.0,0.0,22.43,Normal,Fat Loss
59,Female,160.0,59.0,High Activity,15.0,5.0,23.03,Normal,Fat Loss
49,Male,190.5,95.3,High Activity,20.0,4.0,26.25,Overweight,Fat Loss
42,Male,182.9,72.6,High Activity,18.0,2.0,21.7,Normal,Fat Loss
43,Female,167.6,47.6,High Activity,9.0,6.0,16.95,Underweight,Fat Loss
29,Male,182.9,77.1,High Activity,10.0,0.0,23.06,Normal,Fat Loss
44,Male,182.9,86.2,High Activity,20.0,12.0,25.77,Overweight,Fat Loss
46,Female,165.1,59.0,High Activity,30.0,7.0,21.63,Normal,Fat Loss
65,Female,167.6,76.2,High Activity,15.0,0.0,27.12,Overweight,Fat Loss
36,Female,162.6,90.7,High Activity,10.0,0.0,34.33,Obese,Fat Loss
62,Female,167.6,86.2,High Activity,12.0,0.0,30.67,Obese,Fat Loss
37,Male,175.3,68.0,High Activity,0.0,12.0,22.15,Normal,Fat Loss
51,Male,175.3,70.3,High Activity,6.0,0.0,22.89,Normal,Fat Loss
49,Female,167.6,61.2,High Activity,8.0,0.0,21.79,Normal,Fat Loss
49,Female,154.9,97.5,High Activity,40.0,0.0,40.62,Obese,Fat Loss
35,Male,175.3,68.0,High Activity,40.0,10.0,22.15,Normal,Fat Loss
35,Female,170.2,70.3,High Activity,5.0,7.0,24.28,Normal,Fat Loss
46,Male,175.3,97.1,High Activity,8.0,3.0,31.6,Obese,Fat Loss
44,Female,167.6,96.6,High Activity,10.0,3.0,34.38,Obese,Fat Loss
21,Male,188.0,115.2,High Activity,10.0,2.0,32.61,Obese,Fat Loss
18,Male,180.3,70.8,High Activity,8.0,5.0,21.76,Normal,Fat Loss
19,Male,154.9,72.6,High Activity,4.0,5.0,30.23,Obese,Fat Loss
36,Female,165.1,104.3,High Activity,10.0,2.0,38.27,Obese,Fat Loss
31,Male,154.9,65.8,High Activity,8.0,2.0,27.4,Overweight,Fat Loss
51,Male,154.9,86.2,High Activity,20.0,4.0,35.9,Obese,Fat Loss
49,Female,170.2,77.1,High Activity,5.0,0.0,26.63,Overweight,Fat Loss
24,Female,170.2,77.1,Low Activity,2.0,0.0,26.63,Overweight,Fat Loss
51,Male,175.3,115.7,High Activity,40.0,20.0,37.66,Obese,Fat Loss
43,Female,175.3,68.0,Moderate Activity,4.0,2.0,22.15,Normal,Fat Loss
39,Male,172.7,99.8,Moderate Activity,4.0,0.0,33.45,Obese,Fat Loss
52,Male,170.2,124.7,High Activity,5.0,0.0,43.07,Obese,Fat Loss
47,Female,160.0,83.9,High Activity,15.0,1.0,32.77,Obese,Fat Loss
56,Male,175.3,65.8,High Activity,10.0,3.0,21.41,Normal,Fat Loss
52,Female,167.6,56.7,High Activity,10.0,0.0,20.18,Normal,Fat Loss
55,Male,190.5,106.6,Moderate Activity,4.0,1.0,29.37,Overweight,Fat Loss
53,Female,170.2,77.1,Moderate Activity,4.0,1.0,26.63,Overweight,Fat Loss
53,Male,154.9,79.4,High Activity,8.0,2.0,33.07,Obese,Fat Loss
54,Female,160.0,54.4,High Activity,8.0,0.0,21.26,Normal,Fat Loss
61,Male,162.6,81.2,High Activity,6.0,0.0,30.72,Obese,Fat Loss
58,Male,175.3,83.9,High Activity,6.0,0.0,27.32,Overweight,Fat Loss
56,Female,157.5,74.8,Moderate Activity,4.0,0.0,30.18,Obese,Fat Loss
53,Male,190.5,122.5,High Activity,2.0,3.0,33.75,Obese,Fat Loss
53,Female,157.5,58.1,High Activity,2.0,3.0,23.41,Normal,Fat Loss
35,Female,167.6,63.5,High Activity,50.0,0.0,22.6,Normal,Fat Loss
41,Male,180.3,99.8,High Activity,40.0,6.0,30.68,Obese,Fat Loss
58,Male,172.7,90.7,High Activity,60.0,5.0,30.41,Obese,Fat Loss
56,Female,160.0,63.5,High Activity,20.0,16.0,24.8,Normal,Fat Loss
22,Male,175.3,68.0,High Activity,30.0,30.0,22.15,Normal,Fat Loss
20,Male,172.7,68.0,High Activity,30.0,30.0,22.81,Normal,Fat Loss
39,Female,170.2,77.1,High Activity,10.0,3.0,26.63,Overweight,Fat Loss
40,Male,185.4,93.0,High Activity,5.0,2.0,27.05,Overweight,Fat Loss
61,Female,162.6,81.6,High Activity,6.0,0.0,30.9,Obese,Fat Loss
59,Female,157.5,61.2,High Activity,4.0,8.0,24.69,Normal,Fat Loss
63,Male,172.7,68.0,High Activity,4.0,10.0,22.81,Normal,Fat Loss
61,Female,170.2,63.5,High Activity,6.0,3.0,21.93,Normal,Fat Loss
40,Male,188.0,97.5,High Activity,5.0,1.0,27.6,Overweight,Fat Loss
37,Female,172.7,68.0,High Activity,10.0,1.0,22.81,Normal,Fat Loss
49,Female,165.1,113.4,High Activity,15.0,6.0,41.6,Obese,Fat Loss
46,Male,170.2,68.0,High Activity,2.0,3.0,23.49,Normal,Fat Loss
47,Female,152.4,81.6,High Activity,4.0,3.0,35.15,Obese,Fat Loss
62,Female,170.2,74.8,Low Activity,0.0,0.0,25.84,Overweight,Fat Loss
40,Female,172.7,68.0,High Activity,8.0,2.0,22.81,Normal,Fat Loss
51,Male,154.9,88.5,High Activity,5.0,1.0,36.84,Obese,Fat Loss
63,Female,160.0,59.0,High Activity,10.0,0.0,23.03,Normal,Fat Loss
56,Male,167.6,79.4,High Activity,5.0,1.0,28.25,Overweight,Fat Loss
62,Female,167.6,63.5,High Activity,2.0,5.0,22.6,Normal,Fat Loss
51,Male,180.3,90.7,High Activity,6.0,6.0,27.89,Overweight,Fat Loss
51,Female,167.6,68.0,High Activity,5.0,2.0,24.21,Normal,Fat Loss
19,Male,185.4,86.2,High Activity,10.0,10.0,25.07,Overweight,Fat Loss
53,Male,172.7,93.0,High Activity,8.0,3.0,31.17,Obese,Fat Loss
53,Female,157.5,70.3,Moderate Activity,4.0,0.0,28.35,Overweight,Fat Loss
64,Female,167.6,77.1,High Activity,20.0,0.0,27.44,Overweight,Fat Loss
30,Male,182.9,81.6,High Activity,12.0,0.0,24.41,Normal,Fat Loss
29,Female,167.6,61.2,High Activity,5.0,0.0,21.79,Normal,Fat Loss
65,Male,190.5,104.3,High Activity,30.0,0.0,28.75,Overweight,Fat Loss
32,Male,193.0,108.9,High Activity,40.0,8.0,29.21,Overweight,Fat Loss
39,Female,165.1,59.0,High Activity,10.0,0.0,21.63,Normal,Fat Loss
39,Male,154.9,83.9,High Activity,10.0,0.0,34.96,Obese,Fat Loss
39,Male,182.9,85.7,High Activity,8.0,0.0,25.63,Overweight,Fat Loss
24,Male,185.4,113.4,Low Activity,2.0,0.0,32.98,Obese,Fat Loss
39,Male,182.9,91.2,Low Activity,1.0,1.0,27.26,Overweight,Fat Loss
38,Female,167.6,64.4,Low Activity,1.0,0.0,22.92,Normal,Fat Loss
58,Male,180.3,81.6,High Activity,15.0,35.0,25.1,Overweight,Fat Loss
60,Female,167.6,68.0,High Activity,20.0,7.0,24.21,Normal,Fat Loss
41,Male,182.9,90.7,High Activity,6.0,2.0,27.12,Overweight,Fat Loss
48,Female,162.6,68.0,High Activity,14.0,2.0,25.75,Overweight,Fat Loss
31,Female,175.3,68.0,Moderate Activity,4.0,0.0,22.15,Normal,Fat Loss
32,Male,180.3,90.7,High Activity,10.0,1.0,27.89,Overweight,Fat Loss
50,Male,172.7,68.0,High Activity,8.0,0.0,22.81,Normal,Fat Loss
49,Female,167.6,51.7,High Activity,8.0,0.0,18.4,Underweight,Fat Loss
29,Male,182.9,79.4,High Activity,6.0,1.0,23.73,Normal,Fat Loss
28,Female,160.0,49.9,High Activity,10.0,1.0,19.49,Normal,Fat Loss
41,Male,188.0,102.1,High Activity,40.0,2.0,28.89,Overweight,Fat Loss
42,Female,172.7,65.8,High Activity,20.0,0.0,22.05,Normal,Fat Loss
62,Female,167.6,81.6,High Activity,15.0,0.0,29.05,Overweight,Fat Loss
56,Male,154.9,90.7,High Activity,14.0,2.0,37.79,Obese,Fat Loss
55,Female,170.2,81.6,High Activity,24.0,8.0,28.19,Overweight,Fat Loss
47,Male,172.7,86.6,High Activity,5.0,3.0,29.04,Overweight,Fat Loss
44,Female,167.6,61.2,High Activity,4.0,4.0,21.79,Normal,Fat Loss
57,Male,193.0,99.8,Low Activity,2.0,0.0,26.78,Overweight,Fat Loss
62,Female,162.6,52.2,Moderate Activity,3.0,0.0,19.74,Normal,Fat Loss
32,Male,182.9,108.9,High Activity,17.0,0.0,32.55,Obese,Fat Loss
33,Male,198.1,95.3,High Activity,10.0,0.0,24.27,Normal,Fat Loss
30,Female,182.9,70.3,High Activity,20.0,3.0,21.02,Normal,Fat Loss
33,Male,180.3,93.0,High Activity,10.0,5.0,28.59,Overweight,Fat Loss
34,Female,165.1,61.2,High Activity,5.0,1.0,22.46,Normal,Fat Loss
31,Male,175.3,74.8,High Activity,5.0,2.0,24.37,Normal,Fat Loss
30,Female,167.6,61.2,Moderate Activity,3.0,1.0,21.79,Normal,Fat Loss
44,Male,185.4,79.4,Moderate Activity,3.0,1.0,23.09,Normal,Fat Loss
36,Female,160.0,63.5,Moderate Activity,2.0,2.0,24.8,Normal,Fat Loss
64,Male,182.9,120.2,High Activity,40.0,0.0,35.94,Obese,Fat Loss
63,Female,157.5,61.2,High Activity,30.0,10.0,24.69,Normal,Fat Loss
48,Female,167.6,59.0,High Activity,28.0,0.0,20.98,Normal,Fat Loss
65,Male,185.4,87.1,High Activity,5.0,0.0,25.33,Overweight,Fat Loss
63,Female,167.6,63.5,High Activity,10.0,0.0,22.6,Normal,Fat Loss
46,Male,175.3,65.8,Moderate Activity,4.0,1.0,21.41,Normal,Fat Loss
47,Female,162.6,54.0,High Activity,2.0,3.0,20.43,Normal,Fat Loss
44,Male,180.3,99.3,High Activity,5.0,0.0,30.54,Obese,Fat Loss
45,Male,172.7,76.2,High Activity,4.0,3.0,25.54,Overweight,Fat Loss
42,Female,170.2,63.5,High Activity,6.0,1.0,21.93,Normal,Fat Loss
35,Male,154.9,79.4,High Activity,10.0,2.0,33.07,Obese,Fat Loss
32,Female,170.2,63.5,High Activity,8.0,3.0,21.93,Normal,Fat Loss
56,Male,154.9,88.5,High Activity,8.0,2.0,36.84,Obese,Fat Loss
55,Female,172.7,81.6,High Activity,8.0,0.0,27.37,Overweight,Fat Loss
18,Male,193.0,99.8,High Activity,10.0,1.0,26.78,Overweight,Fat Loss
57,Female,167.6,79.4,High Activity,14.0,2.0,28.25,Overweight,Fat Loss
63,Female,170.2,81.6,High Activity,5.0,0.0,28.19,Overweight,Fat Loss
55,Male,182.9,81.6,High Activity,30.0,2.0,24.41,Normal,Fat Loss
53,Female,154.9,72.6,High Activity,35.0,0.0,30.23,Obese,Fat Loss
54,Male,180.3,129.3,Moderate Activity,4.0,0.0,39.75,Obese,Fat Loss
21,Female,170.2,67.6,High Activity,10.0,12.0,23.34,Normal,Fat Loss
51,Male,154.9,83.9,High Activity,7.0,3.0,34.96,Obese,Fat Loss
19,Male,175.3,74.8,High Activity,20.0,1.0,24.37,Normal,Fat Loss
52,Female,162.6,65.8,High Activity,10.0,3.0,24.89,Normal,Fat Loss
21,Male,180.3,74.8,Low Activity,2.0,0.0,23.01,Normal,Fat Loss
43,Male,172.7,79.4,High Activity,4.0,5.0,26.61,Overweight,Fat Loss
59,Male,193.0,81.6,Moderate Activity,3.0,2.0,21.91,Normal,Fat Loss
55,Female,167.6,81.6,Moderate Activity,3.0,0.0,29.05,Overweight,Fat Loss
55,Male,154.9,74.8,High Activity,2.0,4.0,31.18,Obese,Fat Loss
58,Male,195.6,102.1,High Activity,15.0,8.0,26.68,Overweight,Fat Loss
58,Male,182.9,90.7,High Activity,5.0,0.0,27.12,Overweight,Fat Loss
58,Female,175.3,113.4,High Activity,40.0,0.0,36.92,Obese,Fat Loss
63,Female,175.3,74.8,High Activity,25.0,0.0,24.37,Normal,Fat Loss
43,Male,167.6,81.6,High Activity,2.0,3.0,29.05,Overweight,Fat Loss
44,Female,175.3,68.0,High Activity,3.0,3.0,22.15,Normal,Fat Loss
19,Male,185.4,86.2,Moderate Activity,3.0,0.0,25.07,Overweight,Fat Loss
51,Female,167.6,68.0,High Activity,10.0,10.0,24.21,Normal,Fat Loss
54,Male,190.5,95.3,High Activity,55.0,6.0,26.25,Overweight,Fat Loss
48,Female,175.3,63.5,High Activity,35.0,14.0,20.67,Normal,Fat Loss
18,Female,180.3,59.0,High Activity,24.0,3.0,18.13,Underweight,Fat Loss
47,Male,180.3,88.5,High Activity,5.0,5.0,27.2,Overweight,Fat Loss
43,Female,170.2,56.7,High Activity,5.0,5.0,19.58,Normal,Fat Loss
43,Male,160.0,70.3,High Activity,2.0,4.0,27.46,Overweight,Fat Loss
44,Female,170.2,59.4,High Activity,6.0,0.0,20.52,Normal,Fat Loss
52,Male,188.0,95.3,High Activity,8.0,2.0,26.96,Overweight,Fat Loss
52,Female,162.6,68.0,High Activity,6.0,2.0,25.75,Overweight,Fat Loss
21,Female,157.5,73.5,High Activity,35.0,3.0,29.63,Overweight,Fat Loss
51,Male,182.9,97.5,High Activity,15.0,0.0,29.16,Overweight,Fat Loss
58,Male,182.9,78.9,High Activity,10.0,1.0,23.6,Normal,Fat Loss
59,Female,167.6,59.0,High Activity,10.0,1.0,20.98,Normal,Fat Loss
52,Male,182.9,77.1,High Activity,20.0,5.0,23.06,Normal,Fat Loss
45,Female,162.6,56.7,High Activity,15.0,5.0,21.46,Normal,Fat Loss
52,Male,170.2,72.6,High Activity,8.0,12.0,25.06,Overweight,Fat Loss
56,Male,180.3,83.9,Moderate Activity,3.0,2.0,25.8,Overweight,Fat Loss
55,Female,162.6,58.1,High Activity,5.0,0.0,21.97,Normal,Fat Loss
54,Male,172.7,90.7,High Activity,8.0,0.0,30.41,Obese,Fat Loss
53,Female,172.7,95.3,High Activity,8.0,0.0,31.93,Obese,Fat Loss
25,Female,165.1,72.6,High Activity,12.0,0.0,26.63,Overweight,Fat Loss
51,Male,182.9,106.6,High Activity,50.0,4.0,31.87,Obese,Fat Loss
48,Female,152.4,65.8,High Activity,52.0,6.0,28.32,Overweight,Fat Loss
61,Male,172.7,81.6,High Activity,5.0,0.0,27.37,Overweight,Fat Loss
55,Female,167.6,70.3,Moderate Activity,4.5,0.0,25.02,Overweight,Fat Loss
33,Female,172.7,79.4,High Activity,18.0,0.0,26.61,Overweight,Fat Loss
37,Male,188.0,81.6,Moderate Activity,3.0,0.0,23.11,Normal,Fat Loss
64,Male,193.0,111.1,High Activity,10.0,2.0,29.82,Overweight,Fat Loss
58,Female,162.6,68.0,High Activity,8.0,2.0,25.75,Overweight,Fat Loss
64,Female,162.6,53.1,High Activity,0.0,30.0,20.08,Normal,Fat Loss
50,Male,190.5,90.7,High Activity,12.0,0.0,25.0,Normal,Fat Loss
49,Female,162.6,63.5,High Activity,8.0,0.0,24.03,Normal,Fat Loss
24,Female,165.1,52.2,Moderate Activity,3.0,0.0,19.14,Normal,Fat Loss
56,Male,188.0,127.0,Low Activity,2.0,0.0,35.95,Obese,Fat Loss
20,Female,172.7,59.0,Moderate Activity,3.0,0.0,19.77,Normal,Fat Loss
50,Male,154.9,88.5,Low Activity,2.0,0.0,36.84,Obese,Fat Loss
54,Male,162.6,61.7,High Activity,15.0,40.0,23.34,Normal,Fat Loss
29,Male,180.3,90.7,High Activity,20.0,10.0,27.89,Overweight,Fat Loss
30,Female,162.6,59.0,High Activity,20.0,5.0,22.31,Normal,Fat Loss
61,Male,154.9,99.8,High Activity,20.0,0.0,41.57,Obese,Fat Loss
58,Male,188.0,83.9,High Activity,20.0,0.0,23.75,Normal,Fat Loss
58,Female,175.3,90.7,High Activity,10.0,3.0,29.53,Overweight,Fat Loss
35,Male,180.3,72.6,High Activity,10.0,2.0,22.32,Normal,Fat Loss
34,Female,167.6,54.4,High Activity,5.0,0.0,19.37,Normal,Fat Loss
62,Male,175.3,83.9,High Activity,20.0,0.0,27.32,Overweight,Fat Loss
62,Female,157.5,56.7,High Activity,20.0,0.0,22.86,Normal,Fat Loss
46,Female,160.0,72.6,High Activity,30.0,1.0,28.34,Overweight,Fat Loss
46,Male,182.9,79.4,High Activity,30.0,4.0,23.73,Normal,Fat Loss
19,Male,180.3,86.2,High Activity,30.0,42.0,26.5,Overweight,Fat Loss
41,Male,182.9,81.6,High Activity,6.0,10.0,24.41,Normal,Fat Loss
49,Female,167.6,61.2,High Activity,50.0,5.0,21.79,Normal,Fat Loss
64,Female,162.6,71.7,High Activity,12.0,0.0,27.12,Overweight,Fat Loss
65,Male,182.9,81.2,High Activity,5.0,0.0,24.28,Normal,Fat Loss
61,Male,170.2,83.9,High Activity,6.0,4.0,28.97,Overweight,Fat Loss
60,Female,165.1,63.5,High Activity,6.0,4.0,23.3,Normal,Fat Loss
27,Male,154.9,86.2,Moderate Activity,4.0,2.0,35.9,Obese,Fat Loss
35,Female,160.0,53.1,High Activity,20.0,0.0,20.73,Normal,Fat Loss
52,Male,190.5,83.9,High Activity,20.0,12.0,23.12,Normal,Fat Loss
53,Female,165.1,63.5,High Activity,10.0,7.0,23.3,Normal,Fat Loss
24,Female,170.2,68.0,High Activity,10.0,6.0,23.49,Normal,Fat Loss
21,Male,190.5,88.5,Moderate Activity,3.0,2.0,24.37,Normal,Fat Loss
33,Male,182.9,83.9,High Activity,50.0,0.0,25.09,Overweight,Fat Loss
31,Female,170.2,61.2,High Activity,60.0,0.0,21.14,Normal,Fat Loss
61,Female,167.6,68.0,High Activity,7.0,0.0,24.21,Normal,Fat Loss
43,Female,172.7,65.8,High Activity,14.0,8.0,22.05,Normal,Fat Loss
56,Male,170.2,77.1,High Activity,35.0,3.0,26.63,Overweight,Fat Loss
62,Male,182.9,88.0,High Activity,12.0,0.0,26.31,Overweight,Fat Loss
62,Male,182.9,113.4,High Activity,8.0,3.0,33.91,Obese,Fat Loss
50,Female,170.2,63.5,High Activity,10.0,2.0,21.93,Normal,Fat Loss
55,Male,182.9,88.5,High Activity,2.0,3.0,26.45,Overweight,Fat Loss
40,Male,185.4,72.6,Low Activity,0.0,0.0,21.11,Normal,Fat Loss
60,Female,167.6,61.2,High Activity,22.0,30.0,21.79,Normal,Fat Loss
